aw_release;category;area;topic;feature
06. Mrz;Plan;Bill of Materials;Structure Management;Communicate proposed changes for any released assembly, whether you are inside a formal change process or not
06. Mrz;Plan;Bill of Materials;Structure Management;Improve efficiency of your change process by directly applying BOM markups within a change context
06. Mrz;Plan;Configuration;Product Configuration;Create a customized, brand-compliant user experience for sales and order configuration
06. Mrz;Plan;Configuration;Product Configuration;Author models and summary models
06. Mrz;Plan;Configuration;Product Configuration;Use grid editor to author complex expression to represent condition or subject
06. Mrz;Plan;Process;Change Management;Merge an unincorporated change for an assembly BOM with release effectivity into an existing change notice
06. Mrz;Plan;Process;Change Management;Merge an unincorporated change for an engineering BOM without release effectivity into an existing change notice
06. Mrz;Plan;Process;Program Planning;Make informed program decisions by comparing with past program performance 
06. Mrz;Plan;Process;Program Planning;Leverage new tools to easily assess and visualize program timeline and schedule tasks 
06. Mrz;Plan;Process;Program Planning;Synchronize schedule milestones with dependencies on program events to empower decision-making 
06. Mrz;Plan;Process;Schedule Manager;Make smarter, collaborative schedule decisions by sharing what-if schedule analysis for review and approval 
06. Mrz;Plan;Process;Workflow;Quickly and easily tailor your workflow processes ​
06. Mrz;Plan;Process;Workflow;Automate the assignment of participants to a workflow task for easier and faster execution
06. Mrz;Plan;Requirements;Requirements Management;Understand what's changed to your requirements
06. Mrz;Plan;Requirements;Requirements Management;In-line presence detection and shared edits
06. Mrz;Plan;Requirements;Requirements Management;Coordinate updates to common requirement
06. Mrz;Plan;Requirements;Requirements Management;Coordinate conflicts on common requirement
06. Mrz;Plan;Requirements;Requirements Management;Transparent visibility to changes and comments
06. Mrz;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Leverage Capella 6.0 capabilities with SMW 6.3
06. Mrz;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Teamcenter impact analysis includes reused model elements to understand their usage across projects
06. Mrz;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Focused project model structure view on architecture elements
06. Mrz;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Improved sync report for merge operations
06. Mrz;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Teamcenter Architecture Modeler is transitioning to a system architecture viewer
06. Mrz;Plan;Systems;MBSE - System Verification and Model Management;Speed up your parameter thread
06. Mrz;Plan;Systems;MBSE - System Verification and Model Management;Support parameters with special characters
06. Mrz;Plan;Systems;MBSE - System Verification and Model Management;Validate requirement satisfaction using MATLAB and Simulink
06. Mrz;Plan;Systems;MBSE - System Verification and Model Management;Get more of your data with charts for table measurements
06. Mrz;Plan;Systems;MBSE - System Verification and Model Management;Quickly convert and value Goal, range, measurements as arrays
06. Mrz;Plan;Systems;MBSE - System Verification and Model Management;Evaluation of Pass or fail extended to table parameters
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Dedicated and focused UI for Test Execution
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;View Step-specific details in Overview
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;View more complete Test Results
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Launch focused test environment
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Create Issues, Add Attachments during testing
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Operation button and Time Tracking
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Simplified test report file inclusion
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Easily assign parameters to Test Steps
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Create 1 or more parameters directly in table
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Rollup auto-detects Runs
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Data Protection Warning
06. Mrz;Plan;Systems;MBSE - Verification Planning and Execution;Updated Calibration Status
2312;Deliver;Analytics;Classification;Administer Classification data
2312;Deliver;Analytics;Classification;Pre-packaged Classiification Hierarchies
2312;Deliver;Analytics;Search and Analytics - Reporting and Analytics;Build dashboards quickly - Easily find relationships between objects for Item Reports
2312;Deliver;Analytics;Search and Analytics - Search;Simplify administration with full text search indexer as a standard Windows service
2312;Deliver;Analytics;Search and Analytics - Search;Centrally monitor global search indexing from the Indexer and Search dashboard
2312;Deliver;Quality;Audit & Assessment ;Optimized audit checklists & templates
2312;Deliver;Quality;Audit & Assessment ;Audit & Assessment tile 
2312;Deliver;Quality;Audit & Assessment ;Audit planning (incl. plan & creation)​
2312;Deliver;Quality;Audit & Assessment ;Audit execution
2312;Deliver;Quality;Audit & Assessment ;Audit review​
2312;Deliver;Quality;Audit & Assessment ;Audit follow-up
2312;Deliver;Quality;Control & Inspection Planning;CPIP tile provides an overview about all Control- and Inspection plans divided in the 3 types: Production, Prelaunch, Prototype
2312;Deliver;Quality;Control & Inspection Planning;Naming Rule Enhancement
2312;Deliver;Quality;Control & Inspection Planning;Characteristics Enhancement
2312;Deliver;Quality;Control & Inspection Planning;Usability Enhancements in ballooning tab
2312;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);FMEA tile provides an overview about “Open” and “Released” FMEA’s
2312;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);Special Characteristics can be defined for failure representations inside FMEAs
2312;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);Visualize the control plan within FMEA
2312;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);Enhanced Risk Matrix for helpful visual overview of the Criticalities (S= severity, C= occurrence , D= detection) across the FMEA
2312;Deliver;Quality;Failure Mode and Effects Analysis (FMEA);Output of the form in Excel format​
2312;Deliver;Quality;Quality Action Management;Quality Action tile in the Quality workspace
2312;Deliver;Quality;Quality Action Management;Graphical status for actions
2312;Deliver;Quality;Quality Action Management;Optimized Reminder - and Escalation Management
2312;Deliver;Quality;Quality Issue Management and Problem Solving Process;Improved usability in control plan
2312;Deliver;Quality;Quality Issue Management and Problem Solving Process;Enhanced checklist functionality to support PS process more efficiently
2312;Deliver;Quality;Quality Issue Management and Problem Solving Process;Graphical Defect Location based on 3D model and Inspection Definition
2312;Deliver;Quality;Quality Issue Management and Problem Solving Process;Enhanced KPIs
2312;Deliver;Quality;Quality Project Management (APQP);Quality Project tile provides an overview about projects in different status
2312;Deliver;Quality;Quality Project Management (APQP);Enhancements for Quality Projects checklists
2312;Deliver;Service;Service Engineering;Mixed management for Enterprise Service BOM
2312;Deliver;Service;Service Engineering;Manage spares and spare definitions
2312;Deliver;Service;Service Engineering;View assigned characteristics on service parts
2312;Deliver;Service;Service Engineering;Define occurrence specific part logistic properties
2312;Deliver;Service;Service Engineering;Assign resources to service requirements and work cards
2312;Deliver;Service;Service Engineering;Create and assign notices
2312;Deliver;Service;Service Engineering;Activity assignments
2312;Deliver;Service;Service Engineering;Reference copy and clone of service plan objects
2312;Deliver;Service;Service Engineering;Open service plan and service BOM in separate views
2312;Deliver;Service;Service Engineering;Baseline a service plan
2312;Deliver;Service;Service Engineering;Change ownership of a service plan
2312;Deliver;Service;Service Engineering;Create a service process
2312;Deliver;Service;Service Engineering;Create revisable service notes
2312;Deliver;Service;Service Engineering;View reference items from SWI
2312;Deliver;Service;Service Engineering;SWI offline mode
2312;Deliver;Service;Service Engineering;Delete install part movements
2312;Deliver;Service;Service Engineering;Delete activity entry values
2312;Deliver;Service;Service Engineering;Indicators for part movements
2312;Deliver;Service;Service Engineering;Preference for releasing physical structures via service events
2312;Deliver;Service;Service Engineering;Record partial lot values
2312;Deliver;Service;Service Engineering;Utility to migrate service partitions to service containers
2312;Deliver;Service;Service Engineering;Generate assets on Salesforce Service Cloud
2312;Deliver;Service;Service Engineering;Basic part movements on Salesforce Service Cloud
2312;Develop;Simulation;Simulation Process Management;High Performance Computing (HPC) Support for Simulation Tool Launch
2312;Develop;Simulation;Simulation Process Management;Integration with Simcenter STAR-CCM+ Design Manager
2312;Develop;Simulation;Simulation Process Management;Integration with Simcenter Studio
2312;Develop;Simulation;Simulation Process Management;Change Management with CAE Status for CAE Objects
2312;Develop;Visualization;Visualization - Deployability & Infrastructure;New graphics certification matrix
2312;Develop;Visualization;Visualization - Deployability & Infrastructure;Cleaner and clearer logging and error messaging
2312;Develop;Visualization;Visualization - Usability;Updated UI for 3D markup including the addition of anchored markups​
2312;Develop;Visualization;Visualization - Usability;Edit previously authored markups, including markups that were created with earlier releases
2312;Develop;Visualization;Visualization - Usability;Use 3D Snapshots to capture and share 3D markups and exploded views
2312;Develop;Visualization;Visualization - Usability;New NX matching mouse gestures for those who prefer NX navigation
2312;Develop;Visualization;Visualization - Usability;In-place surface point rotation lets you rotate models without first centering them in the view
2312;Develop;Visualization;Visualization - Usability;Tighter Fit All that brings your data closer to you with one click
2312;Develop;Visualization;Visualization - Usability;Flip command in the Move feature that makes aligning items easier
2312;Develop;Visualization;Visualization - Usability;Context menus containing often used functions let you keep mouse motion to a minimum
2312;Develop;Visualization;Visualization - Usability;Switch to 3D from Details or Variant Configuration using the new drop menu at the left end of the work area toolbar
2312;Develop;Visualization;Visualization - Usability;Access Viewer Options before invoking the 3D view to change settings prior to loading your 3D data
2312;Develop;Visualization;Visualization - Usability;Relocate and resize any visualization panel to optimize your screen layout to match how you want to work
2312;Develop;Visualization;Visualization - Usability;Filter and reconfigure smoothly and more quickly without structure reloads or flickering
2312;Develop;Visualization;Visualization - Usability;Get to work faster with improved 3D viewer load times and interactivity proven in our lab 
2312;Develop;Visualization;Visualization - Usability;Volume Selection based on existing Volume Filter lets you volumetrically select many items at once
2312;Develop;Visualization;Visualization - Usability;Product View Optimizations that allow you to publish manufacturing instructions faster
2312;Develop;Visualization;Visualization - Usability;Access Viewer Options panel outside 3D viewer
2312;Foundation;Connectivity;Active Integration;Extend scope in cloud of Teamcenter integration with SAP S/4HANA
2312;Foundation;Connectivity;Active Integration;Exchange of vendor documents between SAP S/4HANA and Teamcenter
2312;Foundation;Connectivity;Active Integration;​Extend the scope of the bill of material integration use cases
2312;Foundation;Connectivity;Active Integration;Integrate Teamcenter with SAP S/4HANA Cloud, public edition​
2312;Foundation;Connectivity;Active Integration;Bring your own code for A I G low code integrations
2312;Foundation;Connectivity;Active Integration;Extended mapping functionality for efficient structure transformations
2312;Foundation;Connectivity;Active Integration;Additional pipeline validation in design time to avoid runtime troubleshooting
2312;Foundation;Connectivity;Active Integration;Increased efficiency for pipeline design by introducing copy and paste, additional validation and better step management
2312;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Simplify the server-side extensions using Scripted Business Logic in C# for Teamcenter deployments 
2312;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Control and export data in the Product Data eXchange (PDX) format
2312;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;JT based Briefcase exchange with suppliers that uses different CAD applications
2312;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Publish reference documentation and interactive examples of public client-side APIs
2312;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Improve and optimize Active Workspace build system
2312;Foundation;Industry Solutions;Industries - CPR - CPG;Enhanced BOM management for formulated products
2312;Foundation;Industry Solutions;Industries - CPR - CPG;Integrated Materials Management for Consumer Product Goods
2312;Foundation;Usability;Collaboration;Perform Teamcenter tasks in Microsoft Teams and create Problem Reports 
2312;Foundation;Usability;Collaboration;Access existing discussions more easily without leaving your work to view them 
2312;Foundation;Usability;Platform - Active Workspace Framework - Solution Enablement;Change ownership of objects and their associated data
2312;Foundation;Usability;Platform - Active Workspace Framework - Solution Enablement;Efficiently filter dynamic list of values using additional properties
2312;Foundation;Usability;Platform - Active Workspace Framework - Solution Enablement;Chip-based arrays
2312;Foundation;Usability;Platform - Active Workspace Framework - Solution Enablement;Upload and download very large files 
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Reduce clicks and improve navigation using tree display for project and organization administration 
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Quickly understand data size in tables with a more intuitive scrollbar 
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Access all available data properties to display them as a column within a table 
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Tables with resizable headers and options to view release status
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Easily understand your current selection with a prominently displayed header 
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Align styling and layout of object summary pages with other Siemens PLM applications​​
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Enjoy an improved information architecture throughout the web client
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Easily access user-related information and actions
2312;Foundation;Usability;Platform - Active Workspace Framework - Usability;Conveniently navigate data organized in projects and folders from a single page
2312;Plan;Bill of Materials;Design BOM Alignment;Preserve alignment and maintain downstream connectivity when a new design is derived from an existing design and vice versa
2312;Plan;Bill of Materials;Design BOM Alignment;Improved alignment view with integrated BOM authoring and updates
2312;Plan;Bill of Materials;Smart Discovery;Speed up find and filter by automatically indexing your structures 
2312;Plan;Bill of Materials;Structure Management;Manage multiple reference designators on a single line
2312;Plan;Bill of Materials;Structure Management;Import structure dry run
2312;Plan;Bill of Materials;Structure Management;Update multiple assemblies more efficiently with enhanced mass update 
2312;Plan;Bill of Materials;Structure Management;Export ‘Used in Structures’ table to Excel
2312;Plan;Bill of Materials;Structure Management;Open structure with default expansion rule
2312;Plan;Bill of Materials;Structure Management;Set default quantity to 1 when adding an occurrence
2312;Plan;Bill of Materials;Structure Management;Select user interface layouts
2312;Plan;Bill of Materials;Structure Management;Open a snapshot folder
2312;Plan;Bill of Materials;Structure Management;Include end item when configuring by effective date
2312;Plan;Configuration;Product Configuration;Variant Matrix 2312  for Teamcenter 2312
2312;Plan;Configuration;Product Configuration;Purchase only what you need while configuring products via API integration
2312;Plan;Configuration;Product Configuration;Release features, families, models and constraints
2312;Plan;Configuration;Product Configuration;Manage effectivity of features, models and constraint
2312;Plan;Configuration;Product Configuration;Use a simple table to declare standard and optional features, including availability constraints
2312;Plan;Configuration;Product Configuration;Perform explicit content configuration for partial configurations
2312;Plan;Configuration;Product Configuration;Resizable and movable configurator panels
2312;Plan;Process;Change Management;Empower users to precisely classify items and their related items as not impacted
2312;Plan;Process;Change Management;Reduce the manual effort, which is error-prone and time-consuming, to revert an assembly bill of material (BOM) to a previous state
2312;Plan;Requirements;Requirements Management;View and trace parameters within the trace matrix
2312;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Systems Modeler with IBM Rhapsody
2312;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;System Modeling Workbench custom requirements links and directions
2312;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;System modeling Workbench custom attribute and diagrams mapping
2312;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Teamcenter Digital Thread Navigation configurable views 
2312;Plan;Systems;MBSE - System Verification and Model Management;Change and notification support for parameters
2406;Deliver;Analytics;Classification;Create and manage your classification properties, key list of values (keyLOV) right from Active Workspace
2406;Deliver;Analytics;Classification;Easily exchange data with upstream and downstream applications using industry standard formats
2406;Deliver;Analytics;Classification;Simplify the way users interact with large lists of values (LOVs) in Classification
2406;Deliver;Analytics;Search and Analytics - Reporting and Analytics;Get more from your reports with better data
2406;Deliver;Analytics;Search and Analytics - Search;Introducing question and answer AI Chat copilot powered by artificial intelligence and large language models
2406;Deliver;Analytics;Search and Analytics - Search;Export comprehensive search results to Microsoft Excel, including dynamic compound properties
2406;Deliver;Manufacturing;MBOM Management;MBOM Authoring
2406;Deliver;Manufacturing;MBOM Management;Enterprise Integrated MBOM
2406;Deliver;Manufacturing;Process Planning;Process Plan Authoring
2406;Deliver;Manufacturing;Process Planning;Change Management​
2406;Deliver;Quality;Audit & Assessment ;Graphical evaluation for audit results with spider diagram
2406;Deliver;Quality;Audit & Assessment ;Audit Plan Workflow
2406;Deliver;Quality;Audit & Assessment ;General enhancements in the audit to support more audit types
2406;Deliver;Quality;Audit & Assessment ;Improving the verification of lead-/co-auditor skills in connection with T&Q
2406;Deliver;Quality;Audit & Assessment ;Calendar View 
2406;Deliver;Quality;Control & Inspection Planning;Integration of NX and Teamcenter Quality
2406;Deliver;Quality;Control & Inspection Planning;Creation of characteristics within the control plan
2406;Deliver;Quality;Control & Inspection Planning;"Enhancements in ""graphical"" inspection planning"
2406;Deliver;Quality;Control & Inspection Planning;Feature control frame visualization in inspection definition
2406;Deliver;Quality;Control & Inspection Planning;Workflow for releasing control plan structure
2406;Deliver;Quality;FMEA;Reusable components within FMEAs
2406;Deliver;Quality;FMEA;Audit logs for FMEA objects and quality actions 
2406;Deliver;Quality;FMEA;Usability improvements when creating actions
2406;Deliver;Quality;FMEA;Finalization of Interface Matrix for the Design FMEA 
2406;Deliver;Quality;Quality Action Management;External user
2406;Deliver;Quality;Quality Action Management;Calendar View
2406;Deliver;Quality;Quality Issue / Problem Solving ;New methodology: Is/Is-Not analysis
2406;Deliver;Quality;Quality Issue / Problem Solving ;Improved save as configuration 
2406;Deliver;Quality;Quality Issue / Problem Solving ;5Why graphical view improvements
2406;Deliver;Quality;Quality Issue / Problem Solving ;Optimization in usability and reports
2406;Deliver;Quality;Quality Project Management;Longer text fields including the possibility to integrate images supports user during creation of standard checklists, especially for PPAP checklists
2406;Deliver;Quality;Quality Project Management;"New selection field ""Checklist Process Type"" supports the user regarding PPAP/PPA process at each level of the checklist"
2406;Deliver;Quality;Quality Project Management;The user is able to see his created and scheduled programs and projects in a calendar for better visual tracking
2406;Deliver;Service;Service BOM;On demand accountability check
2406;Deliver;Service;Service BOM;​Spare part management in Enterprise Service BOM
2406;Deliver;Service;Service BOM;Partitions and Partition schemes
2406;Deliver;Service;Service BOM;Submit to workflow
2406;Deliver;Service;Service Asset Management​;Rebase enhancements
2406;Deliver;Service;Service Asset Management​;​Connect Characteristics to Neutral asset​
2406;Deliver;Service;Service Events;Work faster with multiple delete feature for install part movements
2406;Deliver;Service;Service Events;Improved visibility to Install Part Movements with ability to modify the Action date 
2406;Deliver;Service;Service Planning;More intuitive service planning with display of revision rules on service plan
2406;Deliver;Service;Service Planning;Efficient planning with ability to add Existing Skills to Service Requirement and Work Card
2406;Deliver;Service;Service Planning;Enhanced user experience for Service Plan editing  of Activities
2406;Deliver;Service;Service Planning;Plan efficiently with Fault Codes addition to Service Requirement in the Service Plan
2406;Deliver;Service;Service Planning;Visual reference indicators provide a quick, clear understanding of the referenced objects
2406;Deliver;Service;Service Planning;More intuitive and efficient service planning with default occurrence type for Parts and Tools
2406;Deliver;Service;Service Planning;Plan smartly by defining Sequence of work cards during creation with Find Number attribute
2406;Deliver;Service;Service Planning;Work efficiently by using Remove command to restructure the Service Plan
2406;Deliver;Service;Service Planning;Comprehensive service planning by populating the time needed for different activities
2406;Deliver;Service;Service Planning;Work smarter with ability to open in NX and Vis directly from Service Plan
2406;Deliver;Service;Service Planning;Enhanced planning experience with views of Resources, Skills and Parts needed in Service Plan
2406;Deliver;Service;Service Planning;Enhanced user experience with column arrangements in Parts, tools, Skills and Notices tables
2406;Deliver;Service;Service Planning;Efficiently plan for service by modifying, revising and deleting the Frequency when needed
2406;Deliver;Service;Teamcenter SLM for Salesforce;Easily view the history of your assets and verify upgrades
2406;Deliver;Service;Teamcenter SLM for Salesforce;Asset Visualization in Salesforce using Teamcenter visualization data 
2406;Deliver;Service;Teamcenter SLM for Salesforce;Work smarter with knowledge articles in Salesforce 
2406;Deliver;Suppliers;Supplier Connect;Empowering suppliers to share files with essential product information strengthens collaboration and accelerates product development
2406;Deliver;Suppliers;Supplier Connect;Simplified sharing of BOM and CAD data with suppliers who also use Teamcenter
2406;Deliver;Sustainability;Environmental Compliance and Product Sustainability;Collect Substances of Concern In Products (SCIP) data from suppliers using IPC 1752B standard
2406;Develop;Simulation;Simulation Process Management;Seamless interaction with Teamcenter Simulation from desktop​
2406;Develop;Simulation;Simulation Process Management;Recommender support in Verification Management
2406;Develop;Simulation;Simulation Process Management;Reorganization and consolidation of CAE objects’ information
2406;Develop;Simulation;Simulation Process Management;Seamless consumption of MBSE parameters across simulation domains
2406;Develop;Simulation;Simulation Process Management;Home tab allows for quick access to recent files and tasks
2406;Develop;Simulation;Simulation Process Management;CAE Status based on materials and parameters updates 
2406;Develop;Visualization;Visualization - Clearance Management;View and disposition clearance results in the web client
2406;Develop;Visualization;Visualization - Clearance Management;Be a part of the geometric validation process with fast and easy access to clash results
2406;Develop;Visualization;Visualization - Clearance Management;Evaluate and process clash results accross the extended enterprise 
2406;Develop;Visualization;Visualization - Clearance Management;Efficient clash interrogation with using the image gallery
2406;Develop;Visualization;Visualization - Clearance Management;Process clearance incidents 
2406;Develop;Visualization;Visualization - Clearance Management;Narrow the clearance list down to those clashes you are interested in
2406;Develop;Visualization;Visualization - Deployability & Infrastructure;Automatically install secure web communications for 3D viewing​
2406;Develop;Visualization;Visualization - Usability;Use a manipulator to give a section plane any orientation​
2406;Develop;Visualization;Visualization - Usability;Interactively define a volume to select multiple items at once
2406;Develop;Visualization;Visualization - Usability;Viewer Options access to often used Teamcenter preferences​
2406;Develop;Visualization;Visualization - Usability;Industry specific alignments of Standard Views
2406;Develop;Visualization;Visualization - Usability;Pre-selection highlighting & identification of parts
2406;Develop;Visualization;Visualization - Usability;Fast Cache Display of previously viewed structures
2406;Develop;Visualization;Visualization - Usability;Added context menus & new keyboard shortcuts
2406;Develop;Visualization;Visualization - Usability;Terminology updates for consistency and clarity
2406;Develop;Visualization;Visualization - Usability;Make smart decisions by applying visual reports in Active Workspace
2406;Develop;Visualization;Visualization - BOM Integration;Use AWConnect's live integration to enable Active Workspace to drive Teamcenter Visualization configuration and context
2406;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Navigate and edit referenced content in XRT editor
2406;Foundation;Extensibility;Platform - Active Workspace Framework - Extensibility;Efficiently tailor Active Workspace by making common configurations such as routing, workspaces, and indicators editable through UI Builder
2406;Foundation;Industry Solutions;Industries - CPR - CPG;Accelerate formulated product development with a consolidated BOM
2406;Foundation;Industry Solutions;Industries - CPR - CPG;Improve visibility of product requirements for project stakeholders with development briefs
2406;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Improve New Product Introduction (NPI) scheduling and traceability with reliability test planning and validation process
2406;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Streamline wafer development with improved wafer types and out-of-the-box templates
2406;Foundation;Industry Solutions;Industries - Semiconductor Lifecycle Management;Take control of your Process Design Kit for improved visibility into your die design process
2406;Foundation;Usability;Collaboration;Frontline workers can connect with Teamcenter anywhere, simply speaking in their native language, with extended access to the Teamcenter for Microsoft Teams app
2406;Foundation;Usability;Collaboration;Stay up to date with email notifications, and reply to comments in Discussions
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;The tab-like design builds a clear association with the page content and separates it from the session controls
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Selection breadcrumb provides more information on selected items and the different types of selections on a page 
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Optimize image views and page spacing with responsive card styling
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Establish work context with easily accessible context bar tools
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Resize the merged context bar as needed with the splitter for a personalized breadcrumb view
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Perform tasks quickly by saving and recalling layouts best suited for the task at hand
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Efficiently manage project data from the new Teamcenter Explorer interface
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;More quickly configure table columns with drag and drop
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Generate a comprehensive view of search results with DCP properties and export exactly to Excel
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Familiar Excel-like filtering now available with search results
2406;Foundation;Usability;Platform - Active Workspace Framework - Usability;Show frequently used commands, as shown through telemetry, in more accessible places
2406;Plan;Bill of Materials;Design BOM Alignment;Manage alignment of multiple instances of deformable and purchased assemblies in the product BOM
2406;Plan;Bill of Materials;Design BOM Alignment;Improve alignment update usability with tools for interactive decision making
2406;Plan;Bill of Materials;Design BOM Alignment;Multi-site support of design aligned EBOM
2406;Plan;Bill of Materials;Partitions;Partition configuration by variant
2406;Plan;Bill of Materials;Partitions;Additional incremental updates for your Auto-Populate Partition Schemes
2406;Plan;Bill of Materials;Smart Discovery;Spatially Filter on more of your EBOM​
2406;Plan;Bill of Materials;Smart Discovery;Locate your related Contexts easily
2406;Plan;Bill of Materials;Structure Management;Automatically incorporate changes to product timing by updating effectivity of all items impacted by a released change notice
2406;Plan;Bill of Materials;Structure Management;Automate effectivity assignments, cutbacks and repropagation based on an Engineering Change Notice (ECN) for assembly-based BOM
2406;Plan;Bill of Materials;Structure Management;Understand the product evolution by configuring the product for an end-item with a date range
2406;Plan;Bill of Materials;Structure Management;Retry Excel Import after errors​
2406;Plan;Bill of Materials;Structure Management;View new context bar for structure content ​
2406;Plan;Bill of Materials;Structure Management;View BOMline properties as table columns in Active Workspace​
2406;Plan;Bill of Materials;Structure Management;Configure start and increment for find numbers​
2406;Plan;Bill of Materials;Structure Management;Detect differences in quantity when comparing structures​
2406;Plan;Configuration;Product Configuration;Perform where used analysis on a feature
2406;Plan;Configuration;Product Configuration;Advanced reuse of multiple families and features from a dictionary into a configurator context 
2406;Plan;Configuration;Product Configuration;Default effectivity for configurations and variant condition authoring and variant configuration view
2406;Plan;Configuration;Product Configuration;Use dynamic families with standalone features
2406;Plan;Process;Change Management;Configure the impact analysis for an assembly BOM and enterprise BOM
2406;Plan;Process;Change Management;View the multi-level related object of the impacted items during impact analysis
2406;Plan;Process;Change Management;Reduce the manual effort, which is error-prone and time-consuming, to revert an enterprise bill of material (BOM) to a previous state
2406;Plan;Process;Change Management;Merge an unincorporated change for an engineering BOM with release effectivity into an existing change notice
2406;Plan;Requirements;Requirements Management;Minimized steps for new requirements
2406;Plan;Requirements;Requirements Management;Configure the Requirement Headers
2406;Plan;Requirements;Requirements Management;Re-organized shortcut panel summary layout​
2406;Plan;Requirements;Requirements Management;Optimize requirement authoring with reduced clicks, keyboard shortcuts, and configurable editor
2406;Plan;Requirements;Requirements Management;Configure your Excel roundtrip column
2406;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Add UAF-based enterprise architectures to the digital thread
2406;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Add the Operational Analysis (OA) layer to the digital thread
2406;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Easily extend integration types and attributes mapping
2406;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Re-use inherited stereotype mapping with simplified configuration that supports customized profiles
2406;Plan;Systems;MBSE - System Architecture, Functional & Systems Modeling;Define model types and properties ownership to ensure accountability for the accuracy and integrity of product data
2406;Plan;Systems;MBSE - Verification Planning and Execution;Flexible unit management with pre-configured libraries, dynamic display conversion and custom unit support
2412;Deliver;Analytics;Classification;Efficiently create and modify classification hierarchies
2412;Deliver;Analytics;Classification;Track the evolution of classification objects with fine-grain audit support
2412;Deliver;Analytics;Classification;Display classification properties in table layout
2412;Deliver;Analytics;Classification;Provide more relevant pick lists with forward dependency and dynamic classification list of values (LOVs)​
2412;Deliver;Analytics;Classification;Export classification data out of Teamcenter using JSON based API’s​
2412;Deliver;Analytics;Search and Analytics - Reporting and Analytics;Organize reports in a meaningful way with tabbed dashboards
2412;Deliver;Analytics;Search and Analytics - Search;Supercharge search with built in artificial intelligence and large language models
2412;Deliver;Analytics;Search and Analytics - Search;Filter search results with full group names
2412;Deliver;Analytics;Search and Analytics - Search;Create and maintain custom queries in Active Workspace using Query Builder
2412;Deliver;Manufacturing;MBOM Management;Calculating Manufacturing Impact of ECN for Work Packages
2412;Deliver;Manufacturing;MBOM Management;Support Change Request in MBOM
2412;Deliver;Manufacturing;MBOM Management;Merging of changes from multiple ECNs into one MCN​
